"Monto";"Cantidad";"level3";"Proveedor";"Municipios"
711.777;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Tirúa
466.498;2;Ensaladas preparadas;"""DIMERC S.A.""";Municipalidad de La Unión
404.626;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Quinta de Tilcoco
877.783;6;Empanadas, tartas y pies;"""Panadería Putaendo Ltda.""";Municipalidad de Putaendo
386.141;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Rodrigo Javier""";Municipalidad de Salamanca
2.019.185;11;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Monte Patria
840.448;1;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Renaico
305.009;1;Empanadas, tartas y pies;"""luis marcelo""";Municipalidad de San Fernando
371.185;1;Aceites vegetales y grasas comestibles;"""COMERCIALIZADORA ELUNEY SPA""";Municipalidad de Puerto Saavedra
332.354;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Taltal
286.502;1;Aceites vegetales y grasas comestibles;"""Los Camioneros II E.I.R.L.""";Municipalidad de Primavera
756.168;1;Empanadas, tartas y pies;"""santalidia""";Municipalidad de Portezuelo
39.089;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Supermercado  San Antonio""";Municipalidad de Taltal
84.560;1;Empanadas, tartas y pies;"""Ricardo Omar""";Municipalidad de Lota
1.540.376;1;Aceites vegetales y grasas comestibles;"""RESTAURANT ANITA""";Municipalidad de Pozo al Monte
24.417;1;Aceites vegetales y grasas comestibles;"""Herman Alberto Rojas Alucema""";Municipalidad de Ovalle
6.350.586;13;Acompañamientos preparados;"""ComercialrRossy""";Municipalidad de Cabrero
3.708.042;3;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Santiago
302.467;3;Empanadas, tartas y pies;"""BARBARA CRISTINA""";Municipalidad de Longaví
307.862;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de El Carmen
5.336.784;2;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de El Bosque
388.395;2;Grasas y aceites animales comestibles;"""JOSE GONZALO""";Municipalidad de Curepto
770.994;2;Aceites vegetales y grasas comestibles;"""El Bajon""";Municipalidad de Bulnes
2.542.859;12;Empanadas, tartas y pies;"""nickcia""";Municipalidad de Puqueldón
447.258;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Lebu
406.981;2;Aceites vegetales y grasas comestibles;"""SUPERMERCADO SANTA BIANCA""";Municipalidad de Vallenar
66.001;1;Acompañamientos preparados;"""ANDREA PINILLA LLANOS E.I.R.L.""";Municipalidad de Futaleufú
150.324;1;Aceites vegetales y grasas comestibles;"""SERGIO ENRIQUE """;Municipalidad de Curepto
934.746;1;Bebidas y comidas infantiles;"""BRUNO MOGGIA GARDELLA Y CIA. LTDA.""";Municipalidad de Viña del Mar
530.489;3;Aceites vegetales y grasas comestibles;"""Mantenciones y negocios del Sur Ltda.		 """;Municipalidad de Puerto Montt
113.202;1;Aceites vegetales y grasas comestibles;"""ORIETTA""";Municipalidad de Longaví
76.177;1;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Coelemu
190.756;2;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Colbún
301.583;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""roberto pastrian correa""";Municipalidad de Las Cabras
8.562.256;8;Acompañamientos preparados;"""Abastecedora del Comercio Ltda.""";Municipalidad de Calama
6.172.061;18;Empanadas, tartas y pies;"""maria audelia alvarez navarro""";Municipalidad de Puerto Natales
216.958;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Maipú
2.389.878;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Brich""";Municipalidad de Alto Hospicio
339.144;2;Ensaladas preparadas;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Padre Las Casas
375.098;1;Aceites vegetales y grasas comestibles;"""LAS VEGAS""";Municipalidad de Lebu
2.337.693;7;Bebidas y comidas infantiles;"""Sara Fuentes Menares""";Municipalidad de Cartagena
756.238;1;Grasas y aceites animales comestibles;"""MARCIA CAQUEO ARANIBAR""";Municipalidad de Pozo al Monte
195.111;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""MARCIA CAQUEO ARANIBAR""";Municipalidad de Pozo al Monte
4.728.456;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Quilicura
182.094;1;Aceites vegetales y grasas comestibles;"""ORIANA """;Municipalidad de Nueva Imperial
2.541.741;1;Empanadas, tartas y pies;"""carlos abraham""";Municipalidad de Lautaro
2.114.887;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""CONSTRUCTORA Y COMERCIALIZADORA MOSIL LIMITADA""";Municipalidad de Lota
199.172;2;Bebidas y comidas infantiles;"""ECO FARMACIAS""";Municipalidad de Quilpue
164.516;3;Acompañamientos preparados;"""Jonathan Andres""";Municipalidad de Santa Bárbara
2.239.152;8;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Macro Food S.A.""";Municipalidad de Puerto Montt
97.904;1;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Calbuco
73.418;2;Acompañamientos preparados;"""carlos barrientos""";Municipalidad de Punta Arenas
703.020;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Santiago
1.445.534;5;Aceites vegetales y grasas comestibles;"""Comercial Antuco""";Municipalidad de Coronel
813.479;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERMERCADO Y FERRETERIA LOS PEREZ""";Municipalidad de Tirúa
3.373.197;11;Empanadas, tartas y pies;"""Retro pizzas""";Municipalidad de Santa Bárbara
1.746.147;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Quillón
719.040;1;Empanadas, tartas y pies;"""JOSE RODRIGO """;Municipalidad de Coihueco
2.907.375;24;Empanadas, tartas y pies;"""Magali Cantergiani H""";Municipalidad de Traiguén
2.298.000;1;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Independencia
1.657.050;19;Empanadas, tartas y pies;"""supermercado los aromos""";Municipalidad de Florida
3.364.846;2;Acompañamientos preparados;"""CABANAS REST EVENTOS LA VALENCIANA - PUYEHUE""";Municipalidad de Valdivia
573.507;2;Bebidas y comidas infantiles;"""Juan Andrés""";Municipalidad de Coquimbo
335.510;1;Empanadas, tartas y pies;"""Paycopihue Ltda.""";Municipalidad de Coquimbo
1.457.220;4;Aceites vegetales y grasas comestibles;"""El Rorrito""";Municipalidad de Huasco
335.650;2;Empanadas, tartas y pies;"""ANA MARIA """;Municipalidad de Quinta de Tilcoco
315.835;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Feryval""";Municipalidad de Futaleufú
279.398;4;Empanadas, tartas y pies;"""Capitolina de Mercedez Cortes Torres""";Municipalidad de Andacollo
558.434;2;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Padre Las Casas
181.129;1;Aceites vegetales y grasas comestibles;"""RED OFFICE SUR LTDA.""";Municipalidad de La Unión
359.089;1;Empanadas, tartas y pies;"""JORGE LUIS""";Municipalidad de Tomé
2.107.736;1;Bebidas y comidas infantiles;"""Sociedad Distribuidora Las Pataguas Ltda.""";Municipalidad de Lampa
694.904;4;Empanadas, tartas y pies;"""Centro Pan Emmanuel""";Municipalidad de Bulnes
7.444.637;31;Aceites vegetales y grasas comestibles;"""nickcia""";Municipalidad de Puqueldón
772.804;1;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de Río Ibáñez
4.114.769;5;Empanadas, tartas y pies;"""panaderia villa prat""";Municipalidad de Sagrada Familia
189.501;1;Empanadas, tartas y pies;"""VICTOR GREGORIO""";Municipalidad de Rio Hurtado
392.704;4;Bebidas y comidas infantiles;"""la casa del campesino""";Municipalidad de Lanco
59.768;1;Grasas y aceites animales comestibles;"""LOS PRODUCTORES""";Municipalidad de El Carmen
111.348;1;Bebidas y comidas infantiles;"""Teresa Jazmín """;Municipalidad de Puerto Varas
452.995;1;Empanadas, tartas y pies;"""Sociedad Panificadora Santa Gema.""";Municipalidad de Curacaví
271.161;4;Aceites vegetales y grasas comestibles;"""HUERTOS DEL SUR""";Municipalidad de Macúl
600.922;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Freire
361.728;1;Grasas y aceites animales comestibles;"""EBENEZER2""";Municipalidad de Pozo al Monte
340.602;1;Aceites vegetales y grasas comestibles;"""Comercializadora Cabello Ltda.""";Municipalidad de Lampa
1.310.692;1;Empanadas, tartas y pies;"""Francesca Natalia""";Municipalidad de Puchuncaví
603.437;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Lota
79.342;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Said Mauricio Tarzijan Julian""";Municipalidad de Valdivia
316.109;1;Aceites vegetales y grasas comestibles;"""Comercializadora Icono Ltda.""";Municipalidad de Diego de Almagro
327.222;2;Empanadas, tartas y pies;"""Pan Recoleta""";Municipalidad de Concón
5.043.587;8;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial Flor María""";Municipalidad de Monte Patria
4.752.381;6;Grasas y aceites animales comestibles;"""ComercialrRossy""";Municipalidad de Cabrero
4.313.738;21;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""BLANCA NIEVES TORRES CASANOVA""";Municipalidad de Palena
319.864;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Chimbarongo
363.461;12;Acompañamientos preparados;"""carmen rosa mendez donoso""";Municipalidad de Putaendo
395.958;1;Aceites vegetales y grasas comestibles;"""Gladys elizabeth riquelme saez""";Municipalidad de El Bosque
1.158.909;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Roberto Alejandro """;Municipalidad de San Clemente
249.684;1;Acompañamientos preparados;"""CABANAS REST EVENTOS LA VALENCIANA - PUYEHUE""";Municipalidad de Ancud
1.691.575;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Pitrufquén
118.382;1;Acompañamientos preparados;"""Alberto Rodrigo""";Municipalidad de Coyhaique
386.278;1;Ensaladas preparadas;"""Eduardo Arturo""";Municipalidad de Villarrica
60.087;1;Aceites vegetales y grasas comestibles;"""Metanoia""";Municipalidad de La Granja
91.451;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Comercial San Agustín""";Municipalidad de La Serena
2.559.146;13;Aceites vegetales y grasas comestibles;"""BRAULIO RODRIGO""";Municipalidad de Hualaihue
58.887;2;Empanadas, tartas y pies;"""SUPERMERCADO LA AVENIDA""";Municipalidad de Dalcahue
23.741;1;Aceites vegetales y grasas comestibles;"""agricultor""";Municipalidad de Camarones
1.484.826;4;Acompañamientos preparados;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Quilpue
822.924;4;Empanadas, tartas y pies;"""mauricio andres""";Municipalidad de Paredones
584.383;1;Empanadas, tartas y pies;"""GUSTAVO FREDES LOPEZ""";Municipalidad de Litueche
269.923;2;Aceites vegetales y grasas comestibles;"""Redoffice""";Municipalidad de Lampa
551.862;1;Bebidas y comidas infantiles;"""importadora y libreria camilo""";Municipalidad de Mariquina
3.594.521;2;Empanadas, tartas y pies;"""Pan Recoleta""";Municipalidad de Lo Barnechea
683.234;1;Aceites vegetales y grasas comestibles;"""Catania Producciones de Eventos Limitada""";Municipalidad de Santa Bárbara
20.234.582;15;Aceites vegetales y grasas comestibles;"""Comercial Brich""";Municipalidad de Alto Hospicio
967.458;3;Empanadas, tartas y pies;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Lumaco
390.739;1;Acompañamientos preparados;"""ALEJANDRO """;Municipalidad de Coyhaique
995.834;12;Acompañamientos preparados;"""ComercialrRossy""";Municipalidad de El Carmen
3.022.415;10;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Ercilia Miranda Cisterna""";Municipalidad de Pichilemu
10.873.052;16;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Nueva Imperial
1.912.792;1;Acompañamientos preparados;"""JOSÉ ARTURO GONZÁLEZ VILLALÓN""";Municipalidad de Los Vilos
7.513.562;10;Aceites vegetales y grasas comestibles;"""Panaderia Condell""";Municipalidad de Olmué
2.502.519;11;Empanadas, tartas y pies;"""Evelyn peña""";Municipalidad de Coihueco
1.768.829;1;Empanadas, tartas y pies;"""supermercado ABA""";Municipalidad de Los Ángeles
1.250.739;7;Aceites vegetales y grasas comestibles;"""JOSE GONZALO""";Municipalidad de Curepto
91.936;1;Ensaladas preparadas;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Nueva Imperial
492.241;1;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chillán
102.926;1;Aceites vegetales y grasas comestibles;"""Selim Dabed y Cia. Ltda.""";Municipalidad de Rio Hurtado
1.856.700;7;Empanadas, tartas y pies;"""Vanessa""";Municipalidad de Traiguén
167.598;1;Aceites vegetales y grasas comestibles;"""Almacenes Eca""";Municipalidad de Cochrane
207.681;1;Aceites vegetales y grasas comestibles;"""MARIA ISABEL CARDENAS ARRIAGADA""";Municipalidad de San Pablo
382.419;1;Grasas y aceites animales comestibles;"""Nury Márquez Macías""";Municipalidad de Puerto Saavedra
323.425;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""BORIS ALEXIS """;Municipalidad de Pemuco
40.613;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERMERCADO LA VERBENA""";Municipalidad de Quinta Normal
169.502;1;Aceites vegetales y grasas comestibles;"""Ricardo Tapia Quezada""";Municipalidad de La Granja
49.269;1;Bebidas y comidas infantiles;"""Salcobrand S.A.""";Municipalidad de Osorno
31.690;1;Grasas y aceites animales comestibles;"""Herman Alberto Rojas Alucema""";Municipalidad de Ovalle
764.838;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Nury Márquez Macías""";Municipalidad de Puerto Saavedra
948.930;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Vallenar
31.690;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Herman Alberto Rojas Alucema""";Municipalidad de Ovalle
525.155;1;Aceites vegetales y grasas comestibles;"""Externaliza Producciones SpA""";Municipalidad de La Granja
471.536;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Angol
153.557;2;Bebidas y comidas infantiles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chillán
879.738;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RED OFFICE NORTE LTDA.""";Municipalidad de Calama
8.170.523;5;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Renca
1.028.905;2;Empanadas, tartas y pies;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Chillán
319.266;1;Bebidas y comidas infantiles;"""mirza""";Municipalidad de Río Ibáñez
1.035.572;1;Grasas y aceites animales comestibles;"""La paloma""";Municipalidad de Putre
69.992;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PATRICIA VERONICA""";Municipalidad de Putaendo
97.968;1;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Nacimiento
286.461;5;Bebidas y comidas infantiles;"""SUPERMERCADO AGUAS AZULES""";Municipalidad de Los Muermos
212.074;1;Empanadas, tartas y pies;"""Panaderia Condell""";Municipalidad de Limache
465.986;1;Empanadas, tartas y pies;"""Jessica Antonieta""";Municipalidad de Pencahue
305.740;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de San Juan de la Costa
4.557.330;11;Acompañamientos preparados;"""NOELLY ISABEL ALMENDRAS RIVEROS""";Municipalidad de Quilleco
6.590.731;7;Empanadas, tartas y pies;"""PEDRO PILAR QUEZADA BARRIGA""";Municipalidad de Cholchol
181.154;1;Aceites vegetales y grasas comestibles;"""FRAN-EDUAR""";Municipalidad de Buín
1.425.729;6;Aceites vegetales y grasas comestibles;"""SORAYA ANICH ALLEL""";Municipalidad de Ovalle
9.298.000;1;Acompañamientos preparados;"""Servicios Integrados Sidapt Ltda.""";Municipalidad de Las Condes
374.704;1;Acompañamientos preparados;"""CLAUDIA ANDREA VALDEBENITO ABURTO""";Municipalidad de La Unión
2.025.038;6;Aceites vegetales y grasas comestibles;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Freire
1.257.671;4;Empanadas, tartas y pies;"""OLGA MAGDALENA""";Municipalidad de Taltal
6.393.731;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de El Bosque
337.652;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RED OFFICE SUR LTDA.""";Municipalidad de Purranque
6.569;1;Aceites vegetales y grasas comestibles;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de Traiguén
267.332;1;Empanadas, tartas y pies;"""CLAUDIA ANDREA SALDIVIA VIDAL""";Municipalidad de Coyhaique
3.885.851;5;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""JUAN MANUEL""";Municipalidad de Monte Patria
415.714;1;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de Caldera
277.262;1;Empanadas, tartas y pies;"""Maria Marisol""";Municipalidad de Curicó
390.873;1;Aceites vegetales y grasas comestibles;"""MARIA EUGENIA CASTILLO NICULCAR""";Municipalidad de El Bosque
238.802;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Santiago
1.401.774;3;Acompañamientos preparados;"""Adolfo segundo""";Municipalidad de Pitrufquén
412.013;1;Aceites vegetales y grasas comestibles;"""HUERTOS DEL SUR""";Municipalidad de La Pintana
90.599;1;Empanadas, tartas y pies;"""COMERCIAL SEDRAL """;Municipalidad de Romeral
249.674;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DIMERC S.A.""";Municipalidad de Vallenar
310.753;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Lota
673.467;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Los Ángeles
132.450;1;Aceites vegetales y grasas comestibles;"""Vilu_sumar""";Municipalidad de La Granja
12.152;1;Ensaladas preparadas;"""DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA""";Municipalidad de Chillán
735.023;9;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""SUPERMERCADO SANTA BIANCA""";Municipalidad de Vallenar
1.944.432;10;Grasas y aceites animales comestibles;"""BLANCA NIEVES TORRES CASANOVA""";Municipalidad de Palena
186.901;1;Aceites vegetales y grasas comestibles;"""Claudio De la Fuente E.I.R.L.""";Municipalidad de Puerto Montt
325.390;2;Empanadas, tartas y pies;"""INVERSIONES CHAVES Y COMPAÑIA LIMITADA""";Municipalidad de Penco
2.613.063;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Lessly Karen """;Municipalidad de Cauquenes
2.762.862;2;Aceites vegetales y grasas comestibles;"""COMERCIAL SOLO FRESCO SA""";Municipalidad de Conchalí
137.941;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ORIETTA""";Municipalidad de Longaví
1.945.980;18;Empanadas, tartas y pies;"""MARCELO FERNANDO GAJARDO MENDOZA""";Municipalidad de Mulchén
322.177;1;Empanadas, tartas y pies;"""Tania Pardo""";Municipalidad de Linares
976.316;4;Acompañamientos preparados;"""MANUEL PADILLA RODRIGUEZ""";Municipalidad de Pichilemu
448.032;2;Ensaladas preparadas;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Hualpén
653.315;1;Acompañamientos preparados;"""URZUA SCHWALM Y CIA LIMITADA""";Municipalidad de Lago Ranco
164.719;1;Aceites vegetales y grasas comestibles;"""JASA MUÑOZ E.I.R.L.""";Municipalidad de La Granja
143.882;1;Empanadas, tartas y pies;"""Pasteleria Martini""";Municipalidad de Independencia
996.929;6;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Ivan Cid Lantaño""";Municipalidad de Alto BíoBio
563.668;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Macro Food S.A.""";Municipalidad de Los Ángeles
25.643;1;Aceites vegetales y grasas comestibles;"""Eugenio Daniel""";Municipalidad de Hualaihue
741.249;2;Empanadas, tartas y pies;"""paraiso 2""";Municipalidad de Villa Alegre
770.687;1;Empanadas, tartas y pies;"""alejandra nataly""";Municipalidad de Calbuco
350.268;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""RICARDO FIERRO AYALA""";Municipalidad de Lota
927.356;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""la colerica""";Municipalidad de Quirihue
605.400;2;Empanadas, tartas y pies;"""PANADERIA SAN JOSE""";Municipalidad de San Clemente
660.141;1;Ensaladas preparadas;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Lumaco
774.723;10;Aceites vegetales y grasas comestibles;"""Redoffice XII""";Municipalidad de Punta Arenas
340.817;2;Empanadas, tartas y pies;"""Ercilia Miranda Cisterna""";Municipalidad de Pichilemu
1.242.214;8;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""ELSA BELTRAN ROCHA Y CIA. LTDA.""";Municipalidad de Lumaco
1.271.477;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""DISTRIBUIDORA REGIONAL VALDIVIA LTDA.""";Municipalidad de Corral
1.358.583;1;Empanadas, tartas y pies;"""Industrial y Comercial Los Alamos Ltda""";Municipalidad de Curacaví
399.820;2;Bebidas y comidas infantiles;"""Salcobrand S.A.""";Municipalidad de Hualqui
240.098;1;Acompañamientos preparados;"""Almacen El Quelin""";Municipalidad de Pica
137.941;1;Grasas y aceites animales comestibles;"""ORIETTA""";Municipalidad de Longaví
1.166.109;3;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""HUERTOS DEL SUR""";Municipalidad de Santiago
25.978;1;Acompañamientos preparados;"""HELLRIEGEL AROCA ALFREDO AUGUSTO Y OTROS""";Municipalidad de Cisnes
3.676.459;7;Aceites vegetales y grasas comestibles;"""Supermercado Catalán""";Municipalidad de Requínoa
445.637;17;Bebidas y comidas infantiles;"""Farmacia Farmax 814 /MINIMAR. ALTO BIO BIO""";Municipalidad de Santa Bárbara
471.451;1;Acompañamientos preparados;"""nancy calderon""";Municipalidad de Río Ibáñez
139.981;3;Empanadas, tartas y pies;"""PATRICIA VERONICA""";Municipalidad de Putaendo
250.594;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""PRISA S.A.""";Municipalidad de Calle Larga
80.733;1;Bebidas y comidas infantiles;"""Super-Quemchi""";Municipalidad de Ranquil
1.146.230;1;Aceites vegetales y grasas comestibles;"""MARCIA CAQUEO ARANIBAR""";Municipalidad de Pozo al Monte
75.806;1;Bebidas y comidas infantiles;"""César Ojeda Aroca""";Municipalidad de Padre Las Casas
350.548;1;Ensaladas preparadas;"""ABATTE OFFICITY""";Municipalidad de Colina
250.265;1;Aceites vegetales y grasas comestibles;"""Miguel Edgardo Manuel""";Municipalidad de Lota
732.022;1;Empanadas, tartas y pies;"""maru""";Municipalidad de Empedrado
770.669;1;Aceites vegetales y grasas comestibles;"""claudio gutierrez almonacid""";Municipalidad de Hualaihue
254.139;1;Grasas y aceites animales comestibles;"""JUAN MANUEL""";Municipalidad de Monte Patria
4.978.895;19;Empanadas, tartas y pies;"""Super-Quemchi""";Municipalidad de Ranquil
7.767.900;3;Empanadas, tartas y pies;"""Pan Recoleta""";Municipalidad de Las Condes
41.607;2;Bebidas y comidas infantiles;"""CENTRO""";Municipalidad de Bulnes
1.445.857;3;Aceites vegetales y grasas comestibles;"""Victor Rosales Comercializadora E.I.R.L""";Municipalidad de Santa Juana
1.273.895;5;Aceites vegetales y grasas comestibles;"""Supermercado  San Antonio""";Municipalidad de Taltal
182.547;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Redoffice""";Municipalidad de Talcahuano
191.693;1;Aceites vegetales y grasas comestibles;"""DIMERC S.A.""";Municipalidad de Andacollo
156.351;2;Acompañamientos preparados;"""Alicia Aida Salas Fernandez""";Municipalidad de Colbún
364.910;2;Bebidas y comidas infantiles;"""SUPERMERCADO SANTA BIANCA""";Municipalidad de Alto del Carmen
74.392;1;Empanadas, tartas y pies;"""Pan Recoleta""";Municipalidad de Macúl
274.000;1;Empanadas, tartas y pies;"""DISTRIBUIDORA G&G EIRL""";Municipalidad de San Miguel
695.274;4;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""Donde Juanito""";Municipalidad de Lonquimay
1.251.865;18;Aceites vegetales y grasas comestibles;"""JUAN ENRIQUE""";Municipalidad de Marchigüe
1.039.922;4;Grasas y aceites animales comestibles;"""Donde Juanito""";Municipalidad de Lonquimay
3.780.499;1;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""jose vicente suazo benitez""";Municipalidad de Nacimiento
390.926;2;Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas;"""REBECA GUACOLDA SAEZ GODOY""";Municipalidad de Coyhaique
797.723;9;Aceites vegetales y grasas comestibles;"""Zabeth del Carmen Cerda Etchepare""";Municipalidad de Padre Las Casas
1.385.618;3;Aceites vegetales y grasas comestibles;"""PRISA S.A.""";Municipalidad de San Felipe
33.876;1;Empanadas, tartas y pies;"""MARGOTH MARIALENA""";Municipalidad de Mariquina
264.914;3;Bebidas y comidas infantiles;"""MARCELO FERNANDO GAJARDO MENDOZA""";Municipalidad de Mulchén
69.299;1;Aceites vegetales y grasas comestibles;"""Luvaly SPA""";Municipalidad de Temuco
573.509;1;Aceites vegetales y grasas comestibles;"""MARIO ORLANDO""";Municipalidad de Punitaqui
269.934;3;Bebidas y comidas infantiles;"""Distribuidora Seguel Limitada""";Municipalidad de San Ramón
2.852.844;1;Aceites vegetales y grasas comestibles;"""CARLOS HUMBERTO""";Municipalidad de Gorbea
